fund_hedge,fund_withdrawal,debt_hedge,debt_withdrawal,power_hedge,power_withdrawal,cash_in,action_hedge,action_withdrawal,policy
0.0,0.0,0.0,0.0,42.72378007670317,37.58003900834947,6.582288533696224,1.0054988197828518,-6.582288533696224,1766.0
6.582288533696224,6.4947440961980645,0.0,0.0,37.58003900834947,41.53008335182562,18.062027836362233,0.9417269292293204,-18.058378368801936,1766.0
24.553122465,24.2265659362155,0.0,0.0,41.53008335182562,36.445266243471096,-0.5173287252220575,0.0,0.3925605252220521,1766.0
23.83400541099345,23.517013139027235,0.12476820000000544,0.12651495480000552,36.445266243471096,43.95976890124181,11.752411783920035,0.0,-1.0361093259727667,1766.0
24.553122465,24.2265659362155,0.0,0.0,43.95976890124181,43.47507220133915,-15.3620985053538,0.0,15.237330305353794,1766.0
8.989235630861707,8.869678796971247,0.12476820000000544,0.12651495480000552,43.47507220133915,37.81868355204805,11.229530111996457,0.9197733666292042,-11.229530111996457,1766.0
20.099208908967704,19.831889430478434,0.0,0.0,37.81868355204805,40.76655029301344,11.263059710367921,0.8138960803660747,-4.721233034521568,1766.0
24.553122465,24.2265659362155,0.0,0.0,40.76655029301344,37.77591268149096,3.8600050223138425,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,37.77591268149096,42.148467793072406,-4.3728471121565065,0.0,4.248078912156501,1766.0
19.978487024059,19.712773146639016,0.12476820000000544,0.12651495480000552,42.148467793072406,42.16682614760722,23.77435963861154,0.8162235191597054,-4.840349318360985,1766.0
24.553122465,24.2265659362155,0.0,0.0,42.16682614760722,38.9631643983242,8.005383332611771,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,38.9631643983242,40.07216379964243,15.280374074742483,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,40.07216379964243,39.952117175255154,23.081400995095166,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,39.952117175255154,41.410678496624676,-4.312418374807379,0.0,4.187650174807374,1766.0
20.038915761408127,19.772398181781398,0.12476820000000544,0.12651495480000552,41.410678496624676,39.96663532388125,25.476344270862757,0.8157228223178542,-4.780724283218603,1766.0
24.553122465,24.2265659362155,0.0,0.0,39.96663532388125,33.678356925093624,-5.591408406193608,0.0,5.466640206193603,1766.0
18.759925730021898,18.510418717812605,0.12476820000000544,0.12651495480000552,33.678356925093624,43.12981340326614,2.8844134059669475,0.8277327732482052,-2.8844134059669475,1766.0
21.39483212377955,21.110280856533283,0.0,0.0,43.12981340326614,34.55687369216515,-10.339479246365812,0.0,10.214711046365807,1766.0
10.895569810167476,10.75065873169225,0.12476820000000544,0.12651495480000552,34.55687369216515,44.16889224194942,5.51752059605884,0.9019015091110864,-5.51752059605884,1766.0
16.26817932775109,16.051812542691998,0.0,0.0,44.16889224194942,39.678653409333364,15.551579549566776,0.8489589390977215,-8.501309922308003,1766.0
0.0,0.0,0.0,0.0,40.16128358972506,41.38439190760241,17.57783419644761,1.0057332851042522,-17.57783419644761,1766.0
17.57783419644761,17.344049001634858,0.0,0.0,41.38439190760241,37.92050369240385,-0.5870331286046773,0.8370027373426089,0.46226492860467183,1766.0
16.881784073030186,16.657256344858887,0.12476820000000544,0.12651495480000552,37.92050369240385,45.37003210805533,8.944406977695934,0.845181714270182,-7.895866120141115,1766.0
24.553122465,24.2265659362155,0.0,0.0,45.37003210805533,39.74047614034926,13.502944571641947,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,39.74047614034926,40.63556373315871,15.727783655608832,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,40.63556373315871,35.898588154906456,1.0891726174431824,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,35.898588154906456,38.03318923596057,6.934387915708214,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,38.03318923596057,39.6342847246612,-10.674308958558257,0.0,10.549540758558251,1766.0
13.67702517765725,13.495120742794409,0.12476820000000544,0.12651495480000552,39.6342847246612,38.56387549818465,15.33205384055563,0.8752771713961759,-11.058001722205592,1766.0
24.553122465,24.2265659362155,0.0,0.0,38.56387549818465,47.27054006584272,6.182099002554409,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,47.27054006584272,36.29528388727971,1.1963199730474656,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,36.29528388727971,40.38071446638246,27.242410971152466,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,40.38071446638246,40.84858334116456,40.916486141458975,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,40.84858334116456,39.30753073405067,32.78920029422078,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,39.30753073405067,33.723333400781605,1.9572149548673963,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,33.723333400781605,46.325063320071706,44.47665199460444,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,46.325063320071706,36.788054254073685,3.0887002149999745,0.0,-0.3265565287845007,1766.0
24.553122465,24.2265659362155,0.0,0.0,36.788054254073685,38.14375983496935,-8.571786255764636,0.0,8.44701805576463,1766.0
15.77954788045087,15.569679893640874,0.12476820000000544,0.12651495480000552,38.14375983496935,37.99769698840727,4.230652660318454,0.8555031256448695,-4.230652660318454,1766.0
