,annRev,maxDebt,maxComplex,maxFund,hedge_entropy,fund_hedge_mi,debt_hedge_mi,power_hedge_mi,hedge_total_mi,withdrawal_entropy,fund_withdrawal_mi,debt_withdrawal_mi,power_withdrawal_mi,cash_withdrawal_mi,withdrawal_total_mi
1792,10.70868524,14.97116799,0.74368,13.77167859,0.7188748521317078,0.3987252374396205,0.5953290240882622,0.029360397168175175,1.0234146586960577,3.6539865285376747,0.3799844639574134,0.09286009845631518,0.0013514972495446858,0.3658107809415457,0.840006840604819
1728,10.21634426,7.822810421000001,1.0,8.163051349,3.5878158517296117,0.3465664253523061,0.03567359237191716,0.48444196037339127,0.8666819780976145,2.68968357745518,0.4380912988715544,0.03607992480950738,0.001723881940968794,0.33600874050917445,0.811903846131205
960,10.7927134,18.80372199,0.49713999999999997,9.999056488999999,0.3765709990574758,0.36319078682686085,0.8957319720201373,0.0018111058758527264,1.260733864722851,3.1337225915546814,0.3741173944140835,0.0764943391491573,0.0013788431365628414,0.25008494471241516,0.7020755214122187
832,9.982422845,10.74332637,1.0,0.42483391340000004,0.45341609905057034,0.4033406454086241,0.905398527914166,0.0034513485350736615,1.3121905218578636,1.284458749234552,0.540972296609151,0.2412105560533364,0.003302241794768355,0.383150390763676,1.1686354852209317
1856,10.81936691,22.21529768,0.988,0.7600182893999999,2.177609089193822,0.21850417737881953,0.7257407296958803,0.004696683405184855,0.9489415904798847,2.1033949155655587,0.5111319159105078,0.29240678791584557,0.0017824951785211866,0.3503143035792845,1.155635502584159
512,10.28776419,8.900559504,1.0,8.079326701,2.82758786272754,0.4801912165085441,0.1765263533169726,0.3199679875594294,0.9766855573849462,2.571037775077121,0.4085879889176125,0.09760086477963378,0.0016971098200302796,0.367350370060126,0.8752363335774025
768,10.28854489,6.522681893,1.0,12.34818856,2.2163276221296093,0.7852603615551786,0.2774542016758007,0.0017112266293741723,1.0644257898603535,2.7905560462302144,0.38431873120649923,0.07368332489748254,0.0017762373763504976,0.4027988917232659,0.8625771852035982
1024,10.61970812,11.65977997,0.8998799999999999,17.92530213,0.6989073256603955,0.5216865113664995,0.30381517337052993,0.03260355391198844,0.8581052386490178,3.5497881065729944,0.3457463798880854,0.0651280497220842,0.0015073753650859919,0.37905494353448493,0.7914367485097404
1344,10.67453558,15.66592635,1.0,6.620884415,2.469066144104608,0.6485582658240602,0.46427592258779316,0.013096350792636113,1.1259305392044894,3.153065921256316,0.426066377805114,0.14345410317535182,0.0014477551116799012,0.35307541211539584,0.9240436482075416
896,10.86484012,23.13286478,0.34984,6.206611841,0.3230306928306092,0.22165792067336262,0.8264620200782449,0.005930522608391518,1.054050463359999,3.065770403403782,0.42292065203530904,0.16824749049934376,0.001311517011387263,0.35847492026663286,0.9509545798126728
704,10.77174353,17.37351878,0.5467,11.62185493,0.4916915914822174,0.34215828988910724,0.9103029068332793,0.0027524700043467685,1.2552136667267335,3.557896560526437,0.39580893312002385,0.11346230603626946,0.0012924050433521465,0.3446758278598924,0.855239472059538
1408,10.59558765,15.07977816,1.0,5.599133479,2.976091418747648,0.4734182633999864,0.2846537890599021,0.22122726765506678,0.9792993201149554,3.0263140274812472,0.4409214376948925,0.09907533693356445,0.0015777770732571697,0.338862055334736,0.8804366070364501
1216,10.94582356,29.68714565,0.15024,1.2459657640000001,0.13368711330280802,0.13775529830395256,0.6279141733559507,0.0387182602042375,0.8043877318641408,2.1750134636607372,0.4496261134734304,0.2588803044376638,0.0016455275718974208,0.4074720535898265,1.1176239990728183
448,10.71061006,18.80814531,0.05026,19.22665437,0.04307416020181758,0.21529768689613724,0.6196308170669266,0.03947934038419818,0.874407844347262,3.6121966677970323,0.3648089685870036,0.08643310118140103,0.0013231668732312449,0.3617176012979805,0.8142828379396163
640,10.74471292,15.57156818,1.0,10.23391286,1.7324684279889437,0.5863799964049408,0.46951328236196455,0.004117666784088767,1.060010945550994,3.1865623649868047,0.37637278561981674,0.08599614226234306,0.0013763201371839377,0.31177910404651044,0.7755243520658541
1664,9.683252536,2.961757486,1.0,12.43285393,2.2890688911856123,0.26013165362781004,0.11395043379182747,0.4984843834392206,0.8725664708588581,1.8922010976503614,0.4416011858258406,0.07232023713219204,0.002476682420889007,0.3605490946419075,0.8769472000208292
576,9.835561895,4.719871049,1.0,8.075936634,2.6455932673775098,0.20843214113266378,0.1048384704131611,0.5399269552710608,0.8531975668168857,1.9173064526447339,0.4531099012132052,0.10201624967343505,0.002335660428258797,0.35109106335405704,0.9085528746689562
1536,10.59876275,10.47703185,0.93116,18.7530906,0.8376625904865104,0.5947554849567436,0.3706129395189769,0.018723611586489077,0.9840920360622095,3.5763824601988308,0.3440830171776839,0.06144909034330943,0.0014813273367637475,0.40938905004342946,0.8164024849011866
1600,10.75932966,17.09429269,0.49318,12.70214272,0.4531746160703373,0.331934883777752,0.7931654101947966,0.0032718441247482234,1.1283721380972966,3.591734417036044,0.38879498432731935,0.1025361236243358,0.0012288302358350574,0.3334485393791563,0.8260084775666465
1472,10.8053664,19.69471634,0.74546,6.009502557,0.8027072141848389,0.2966076105328907,0.710391937719126,0.0038573103178795344,1.0108568585698963,3.041733918286406,0.4062021830076939,0.13869857580514452,0.001600979128983392,0.372002486181713,0.9185042241235348
385,10.82007053,19.84033913,0.59304,7.551800999999999,0.6554522445222379,0.23892686740585467,0.7059597638816989,0.007641076935479849,0.9525277082230335,3.3150211926844793,0.4265159382022196,0.15630396762005785,0.0013366440388260035,0.34527823525795787,0.9294347851190614
129,10.87405174,24.833630499999998,0.74552,0.125230507,0.8977704280124509,0.18013650066850068,0.6953822849757836,0.009127444493374454,0.8846462301376588,1.827859930985847,0.4600511413289697,0.3157666280544685,0.0021256621916143654,0.47312679299873256,1.251070224573785
321,10.74548067,17.5861013,0.94576,6.41789855,1.406152417847877,0.34607205919550865,0.5726030605585557,0.023448547373806645,0.942123667127871,3.223579077410982,0.42486755788090047,0.14710949245208602,0.0016657185260717396,0.34916585269265044,0.9228086215517087
193,10.88599998,25.5627919,0.45026000000000005,2.0929290330000003,0.456944533546349,0.316389608636019,0.7373749576341726,0.004360612835529923,1.0581251791057216,0.9678414973136364,0.5270712244911804,0.11258106835723948,0.0031209125868811895,0.21316710721289692,0.8559403126481979
257,10.06144547,10.81488961,1.0,1.3106280540000002,0.8775232989088666,0.4823824779214074,0.8364465063019448,0.006580962242387803,1.32540994646574,0.8215989906652996,0.559031057225661,0.10510488160323705,0.003155486430462342,0.22320754223464226,0.8904989674940027
1,10.81719649,21.26265074,0.8966200000000001,2.573503199,0.9629422914628644,0.31246431957784754,0.9002472220561756,0.0019975787884097523,1.2147091204224327,2.599878225762607,0.4734725130892135,0.20626393988560138,0.0019761759059092536,0.35607694780222565,1.03778957668295
65,10.70660968,14.855367900000001,0.787,13.58274945,0.7505303338863926,0.42718823877847406,0.6777454943488788,0.024837277691727777,1.1297710108190806,3.6249381492656654,0.37735783977152654,0.09090412353734416,0.0014234753203803878,0.36967279722035373,0.8393582358496048
1921,10.780604400000001,21.24982976,0.05126,14.24142242,0.04523764065941483,0.19984413994126654,0.5966022408396995,0.03726282095729538,0.8337092017382615,3.468279198527447,0.3734852550427893,0.09392538983945697,0.0011970563260859843,0.355197958883133,0.8238056600914652
1985,9.84218377,9.407337849,1.0,1.056032977,3.8877574142685623,0.016950345055324736,0.03259079708058391,0.7441764797047401,0.7937176218406488,1.408582506635319,0.5302555203453516,0.17718084363009357,0.0034994447161900743,0.3416095385868395,1.0525453472784747
1153,10.8187753,21.01712304,0.79492,3.93262068,0.8231474642191668,0.27725589755278907,0.8615646841525473,0.002131582492596284,1.1409521641979326,2.864870983824953,0.45047620139128064,0.1937447204583225,0.001700954478129735,0.34330871861172074,0.9892305949394536
961,10.44098099,11.20900282,1.0,7.803125572999999,2.0071443944884124,0.8108872489005066,0.33236413053044533,0.0019020923307484807,1.1451534717617002,2.7037519265681786,0.4128104612144252,0.09506466136769663,0.0015159759629805125,0.3112971748076907,0.820688273352793
386,10.92582332,27.10373912,0.39726,1.028195148,0.3950941951763735,0.153768024931793,0.6372523521644798,0.028600327712804612,0.8196207048090774,2.1421395135834063,0.47676486797220674,0.2919526154369831,0.0017764434770240409,0.41908089427198125,1.1895748211581951
1025,10.61976673,12.71640305,0.6481600000000001,21.1630557,0.47316017448080183,0.4840633492647491,0.5518474327846262,0.03535743579123539,1.0712682178406108,3.6646378132519595,0.3503832334368238,0.06895932854813291,0.0013276515662255053,0.37270181742243197,0.7933720309736142
322,10.83816566,21.59725982,0.69688,4.263901332,0.8012283570560432,0.2131127111284635,0.7866488961471371,0.004887106234033847,1.0046487135096345,2.9135242238865726,0.45757431348454264,0.16709985849143072,0.0015544150249124527,0.3520379800553099,0.9782665670561959
258,10.66499775,11.78327985,1.0,14.80245298,1.2873771139974868,0.7007926642506088,0.3665297656408613,0.012215583326398688,1.0795380132178687,3.707152816378212,0.3753603173037044,0.08595325847771304,0.0014146121538240097,0.36812045740970506,0.8308486453449464
130,10.362085800000001,14.09268371,1.0,2.049842081,2.4304472648362494,0.29629560685583356,0.4182026913985223,0.30417037708390576,1.0186686753382617,1.0641814143128188,0.5098562982578868,0.09692729793182701,0.0029392017334057483,0.2421010781701396,0.8518238760932592
194,10.85694913,24.13187527,0.7981600000000001,0.37304702869999995,0.8496521969821491,0.21831437975818754,0.8771394351611244,0.0024995609071550894,1.097953375826467,1.9341769491469503,0.482467777047331,0.32959162200132297,0.002110569089138956,0.44475601994488684,1.2589259880826797
2,10.72137903,15.35906826,0.59578,14.61714755,0.6803593611946009,0.3266894787924213,0.8149387225820385,0.0034014460425368324,1.1450296474169965,3.639775215004457,0.37703609481346856,0.09187383671202916,0.0012771546165752672,0.36384943433375927,0.8340365204758322
66,10.510236,8.34184242,0.9470200000000001,25.18371741,0.693364974634514,0.5304266258669628,0.2058882463311226,0.04430479886323033,0.7806196710613157,3.4466309214361273,0.3239101016806552,0.050872245958812005,0.0018131334352632991,0.4443269898576421,0.8209224709323726
1089,10.480532,13.73674502,0.25251999999999997,32.51915612,0.25431765860062355,0.33650189321172297,0.7411385362172787,0.00499647798504337,1.082636907414045,3.2976111659147915,0.31430466966767606,0.051724753019821816,0.0014000726505796963,0.4615071538876414,0.828936649225719
1793,10.69720622,15.12671371,0.69108,13.91354464,0.6710531905407595,0.42291915009078435,0.7123643303435659,0.012163635197995392,1.1474471156323458,3.5195790617374914,0.36459768130376996,0.08127150069743705,0.0013321383913758255,0.37781351613867376,0.8250148365312566
513,10.80866322,22.69134691,0.048119999999999996,12.00881242,0.03972395897269569,0.2040375258607761,0.547401915092472,0.12996898939136958,0.8814084303446177,3.254559717397916,0.36913899230730063,0.09350038769313042,0.001279584720400052,0.3729620706550621,0.8368810353758932
1729,10.65693895,13.40158665,0.8306399999999999,15.51298762,0.727250845198769,0.49024178913497346,0.4941717687974,0.01955764581006615,1.0039712037424395,3.493762886477233,0.35188260514129627,0.07135074994284303,0.0014699111083560726,0.39205125974975036,0.8167545259422457
1281,10.74355013,15.37551106,1.0,11.62769916,1.3012744050006304,0.5057548961607542,0.5014016021562078,0.03256168884827527,1.0397181871652375,3.586482311332581,0.39637671146504166,0.1107869526077935,0.0013331164117632807,0.3527810874021631,0.8612778678867615
1857,9.831635804,5.37093543,1.0,6.596703418,1.780120128154464,0.5855387571846135,0.19873085534364782,0.2936909188619421,1.0779605313902034,1.613669905863534,0.43735772067529616,0.0873028977804043,0.002510415099903829,0.38090830237046036,0.9080793359260646
1345,10.21701428,10.67407774,1.0,3.9622280130000003,3.412291316211191,0.2434884800022056,0.15888361731958106,0.5101801689395571,0.9125522662613438,1.9130925978758135,0.4515281199276279,0.13059824342586593,0.0018127545641364931,0.2822725974288933,0.8662117153465237
833,10.84949022,22.62049867,0.6984199999999999,3.0850760939999997,0.7028448712695002,0.22878239199657682,0.728583938452208,0.004507854480320467,0.9618741849291053,2.678158045684734,0.46152291435921844,0.2292180561657984,0.001673963891364735,0.3652458633832335,1.057660797799615
1922,10.14547446,3.703403212,1.0,17.70574179,2.187175447533593,0.8590471520391229,0.03650467891685055,0.03535138676435245,0.9309032177203258,3.0063489334918034,0.3966447561486503,0.0067782239438557434,0.001687854171929844,0.3705654587574142,0.7756762930218501
1665,10.84555982,21.54685688,0.59768,5.294984275,0.6683088490845749,0.21025268592688132,0.6588303540453178,0.017211303463107556,0.8862943434353066,3.0448217805977347,0.44311805095330314,0.18273002599786184,0.0013837024836869044,0.3387883560710616,0.9660201355059135
1409,10.85441983,23.95926175,0.7956,0.627508937,0.7685685051428395,0.26019064807067105,0.9112528126255622,0.002291881768406042,1.1737353424646393,2.0145129886334994,0.44814751156450183,0.27632514321667007,0.002082616690858459,0.44948898534583087,1.1760442568178613
449,10.78904626,19.2859763,0.29754,11.8403731,0.29339270441958687,0.2442315592416109,0.6862524456751093,0.017886464136120987,0.9483704690528412,3.3542475535953544,0.3778311005215532,0.102755628168956,0.001291806382497893,0.35599361922046185,0.837872154293469
1537,10.75245275,17.18962504,0.79988,8.859218712999999,0.863659747084285,0.36582520042814465,0.9036293357137593,0.002301604484803465,1.2717561406267073,3.232136872715678,0.38212928525220446,0.09310872401589887,0.0014060626720960503,0.29502360635907643,0.7716676782992757
769,10.36500869,7.330550528,1.0,12.34818856,2.3459673001918104,0.845607357901986,0.2423364578716665,0.0015884743143085806,1.0895322900879612,3.1313006663698553,0.3918171173298136,0.08174027447900799,0.0015977944518296467,0.37229740185642013,0.8474525881170714
1217,10.81972571,19.77936174,0.8773,5.121349759,1.2874140064892277,0.2806596494078033,0.7064711717978419,0.006502940441932627,0.9936337616475779,2.993956109885866,0.4234222948095481,0.1582158573813212,0.001521904782724513,0.3598021868215177,0.9429622437951115
897,10.79043548,18.55507168,0.54448,9.810226753,0.5020209627990984,0.3069946386424185,0.8843676762976274,0.0032642944208207954,1.1946266093608666,3.169304501815769,0.37539200352440416,0.09156375484648967,0.0013038398233265161,0.2919743268355471,0.7602339250297674
641,10.59181419,17.51709849,1.0,2.091885815,1.8658061746258499,0.43398791819379823,0.6001137333674691,0.0015104291619110581,1.0356120807231783,2.3592739735022428,0.48137429622400946,0.19002285363527865,0.0019409357165621516,0.35919589458919193,1.0325339801650422
705,10.62463619,13.15643952,0.5962,21.4022986,0.527774291411568,0.4112155910541016,0.6004960596897589,0.03306323955121841,1.044774890295079,3.588035252366032,0.3458727237092516,0.06873927304760083,0.0013332014966257076,0.40647277299830165,0.8224179712517798
1601,10.63356411,13.85518614,0.44823999999999997,21.38512893,0.3665619534556106,0.45011806466822324,0.7184228035317909,0.0022612787624498106,1.170802146962464,3.606088787145717,0.3480168466345664,0.06809669285234447,0.0012772605755231082,0.35781140669191186,0.7752022067543458
577,10.84043254,21.79082154,0.24595999999999998,8.994274654,0.23755366951515478,0.20977944844763216,0.6957938757448846,0.008040098993347084,0.9136134231858639,2.971007092687401,0.37640470033168133,0.09381770282966795,0.0013576869170232786,0.2791384564722681,0.7507185465506406
1473,10.77441669,18.08395622,0.79894,7.543116672000001,0.9476288970020138,0.3146378818764242,0.8224816470384516,0.002803521949040839,1.1399230508639167,3.2959981436042094,0.4079870660868376,0.12955589049222582,0.001535521721840013,0.3607064320484405,0.899784910349344
1986,10.87132301,25.19042187,0.10188,7.236509161,0.09126782129493839,0.1814828792233013,0.6199721330567017,0.027655369353747697,0.8291103816337507,2.5534488654195506,0.3796694608125726,0.08594044151034726,0.0014332990186189077,0.26054862567414994,0.7275918270156887
387,10.45662904,14.64436958,0.14382,35.93856629999999,0.1417016955058635,0.274999076943635,0.7046860007287459,0.015720335941158653,0.9954054136135395,3.5310832987031353,0.32208312833616737,0.05942436268980368,0.0013076170322066294,0.4248977689445287,0.8077128770027063
131,10.69276354,14.68826915,0.7427199999999999,14.29365228,0.6312165470437741,0.47340953916237605,0.6446027055456878,0.018399530277223585,1.1364117749852873,3.605104038943603,0.36824457016082796,0.07868464746337052,0.0013696197904972832,0.34492001876834033,0.793218856183036
323,10.79019606,19.5657578,0.85056,5.094000135,1.1291420496232956,0.26345992635914045,0.7515799649064109,0.0043807282940002525,1.0194206195595517,3.053654685532692,0.43933705843929144,0.17365019666214265,0.0015843217348591955,0.3501876788245911,0.9647592556608845
259,9.916893802999999,2.9710501469999997,1.0,16.49301206,2.2343254046483243,0.5514396770338306,0.17943340309864042,0.2228663047179642,0.9537393848504352,2.2017394737116174,0.4028364242565629,0.053814328232235864,0.0021079135988810527,0.37611751512866076,0.8348761812163406
195,9.832076582000001,5.602977891,1.0,6.180691781,2.8092599146391706,0.2818191699440827,0.1321906042599562,0.51418685541461,0.9281966296186488,1.807037012733196,0.458696295294536,0.10940493074545486,0.0024174582962157576,0.3417418559634234,0.91226054029963
3,9.989656397000001,6.254805427000001,1.0,6.801122609,1.9207806131468248,0.592781386534889,0.199308718627006,0.22454025089932367,1.0166303560612187,2.163491556923626,0.46342109459715936,0.12352928212019966,0.001979605555837218,0.3217647194144004,0.9106947016875966
67,10.76043788,17.85908082,0.59172,10.19889679,0.6511411946734436,0.37144251107740056,0.6545998938463243,0.0027889395033966913,1.0288313444271215,2.773417554831881,0.34549671509782776,0.06668991648593985,0.0017092528931697561,0.4300022305540866,0.843898115031024
1154,10.0086459,2.997897449,1.0,18.26651276,2.7686818374604387,0.616956631193225,0.12063594196159459,0.2515250471728877,0.9891176203277072,2.742483348648011,0.4091282749892928,0.07730869733267101,0.0017195146828056734,0.36275379631751137,0.8509102833222808
962,10.06036057,8.951174432,1.0,3.789525533,1.2576659081583466,0.7474704147516994,0.43288670267964735,0.006131488223580131,1.1864886056549269,1.602921787737989,0.4750132223262004,0.127988008825929,0.002087758506849101,0.2780792874293464,0.8831682770883249
1923,10.89668314,25.13918896,0.6451399999999999,0.8313046640999999,0.726017462773032,0.16641340091229126,0.6604071690012286,0.017022339139248926,0.8438429090527688,2.088268159172262,0.4730992313142035,0.28865944279404687,0.0016827382613317395,0.4071753161182777,1.1706167284878597
1026,10.89923512,25.95300439,0.50026,1.330971572,0.479312346112177,0.17420664332963848,0.7246993159431596,0.004944650381567652,0.9038506096543658,2.248447425037153,0.4942354710713695,0.2818313085958463,0.0017617028005010023,0.40536371363710505,1.183192196104822
514,10.89752051,26.86746088,0.10246,5.261318424,0.0932135359092644,0.16595921312107426,0.6722390498760487,0.019745486207247056,0.85794374920437,2.834513288651564,0.40690535689017515,0.1518219393136538,0.0013779837477488044,0.3681275726322855,0.9282328525838632
1090,10.34654523,9.168826583,0.7956,38.25381089,0.5160715809081222,0.47936190745185153,0.1795298026645772,0.11239012830561466,0.7712818384220433,2.8791857319517344,0.3199923474175233,0.046394344581060745,0.001364653893796218,0.4236972663606198,0.791448612253
1794,9.83160084,6.9579506129999995,1.0,4.028448783,3.449735409537196,0.16464470540665227,0.07475977872729204,0.6301777040729101,0.8695821882068544,1.6010509590314135,0.4862486951629336,0.13446643382403217,0.0026630532918575783,0.27425682847936744,0.8976350107581907
1858,10.89259634,24.98753711,0.2947,4.426726651,0.28589024143400643,0.17715291922190105,0.6515513253426255,0.025319582965919653,0.8540238275304461,2.8245595253735245,0.43116746691930585,0.18622946454212003,0.001350430775006325,0.3527512142171872,0.9714985764536193
1730,10.36439432,5.20760982,1.0,17.53682363,2.3065150993051393,0.8585585956452227,0.16826517647832243,0.01532693020873777,1.042150702332283,3.35705758800324,0.3735316640682924,0.0672769946203912,0.001627187365459102,0.4003111192286073,0.84274696528275
450,10.67897885,15.99326633,0.24904,20.20889192,0.2473877362239101,0.27740179507247836,0.7187788355581736,0.009235765571430675,1.0054163962020826,3.6101730165342834,0.3592100603004326,0.08122016411947368,0.0013233340749163709,0.3767805647551575,0.8185341232499801
1666,10.78521515,18.085592899999998,0.5436,10.45807234,0.603472865421606,0.26099560807065686,0.7316224472144639,0.01016585970747467,1.0027839149925954,3.288932391351643,0.3763497774479939,0.09357452329642671,0.0012596854533315073,0.30152722662900855,0.7727112128267606
1538,9.915529366,2.6796283780000003,1.0,19.86533381,1.77721547990307,0.881473523998837,0.1700767103126245,0.007023138521913125,1.0585733728333746,2.5465410680451677,0.4043684209284073,0.06629601288119395,0.0019153076369104248,0.3896052053500897,0.8621849467966014
1410,10.36626707,8.819536216,1.0,9.66202331,3.3932733994089714,0.4446384434460535,0.14458253093423165,0.3441461909301697,0.9333671653104549,3.019459059187143,0.41121553441198067,0.09992234870826842,0.0015559476272264093,0.35163046458357505,0.8643242953310506
834,10.84944253,21.94023043,0.49856000000000006,5.935478702,0.42781146783463153,0.2625388412431286,0.9080102645790034,0.003150725417101848,1.173699831239234,3.084415039496503,0.42862843846854615,0.16874332416941545,0.0014183213324762216,0.34123509178904543,0.9400251757594832
1282,10.87737752,24.8191716,0.49476000000000003,2.430974776,0.6057412965608135,0.313655479785648,0.5299424198018281,0.02106507399259162,0.8646629735800677,1.0116635185913079,0.5143488719530777,0.10077385328320362,0.0032607529805752907,0.21951533727421965,0.8378988154910763
1987,10.89699501,25.26551686,0.6988,0.34380042310000003,0.8134305862218119,0.17024531130996667,0.7461580005938871,0.006050697880990301,0.9224540097848442,1.9224091258962313,0.5101909547290304,0.35914995697437957,0.002211521068343235,0.4458954756464712,1.3174479084182245
388,10.68204182,13.95181723,0.9434799999999999,12.28765889,0.9687621056514192,0.48187763270863426,0.5002860006919749,0.019518159667091278,1.0016817930677004,3.578110942034175,0.3756572613895903,0.08897302482777433,0.0013753656338754059,0.3632652823711543,0.8292709342223944
1346,10.21294393,3.688954112,1.0,19.25390403,2.7028974418978002,0.673681687953019,0.12418718243839084,0.21340788615542458,1.0112767565468344,3.149594948506463,0.38267816846893205,0.06844644511428587,0.0016666533676702165,0.3418537532329148,0.7946450201838029
898,10.74417302,16.67969609,0.39461999999999997,14.9681779,0.36465045675350777,0.32285087883987734,0.8604326365824811,0.0034629539696550845,1.1867464693920136,3.646845898728572,0.3827075417907273,0.10275788931557338,0.0012104933621358033,0.36615387263433646,0.852829797102773
132,10.61701803,14.09910463,0.35200000000000004,23.28968746,0.3477484152898282,0.34397325333599743,0.8296329508729192,0.004185531744885612,1.1777917359538022,3.608926604337367,0.34565116710253274,0.06925101140870395,0.0012856545401894533,0.405591602703247,0.8217794357546732
324,10.60352838,10.78043764,1.0,12.36751938,2.499596143664547,0.7548720553186673,0.16087109279323736,0.06488745847198499,0.9806306065838897,3.5918520365961046,0.38125527784273416,0.08479956869796071,0.0014647252899147507,0.3771343506074232,0.8446539224380327
260,10.15449101,3.25091748,1.0,21.26882014,2.1167946411270404,0.8169138754141675,0.18789558790308292,0.0010761047359969815,1.0058855680532475,3.0035165061826468,0.37391772082520097,0.06250651831995012,0.0017533921599227514,0.39644106510759625,0.8346186964126701
196,9.758720466,3.395033715,1.0,11.02369548,1.127794715668819,0.794384923884744,0.32148282347062096,0.0023069297612787728,1.1181746771166436,1.8754587041409445,0.4411930442902423,0.0766621232204372,0.002386671594135515,0.3724127548928929,0.892654593997708
642,10.74609725,16.60652651,1.0,7.133805296,2.3226972715756737,0.5901724749111558,0.44314471507348774,0.002016365251337284,1.0353335552359806,3.1927895969690363,0.4051649436093005,0.12491061329307625,0.0014115732758384115,0.34586573959255107,0.8773528697707662
4,9.983184845,8.503511587,1.0,3.3327621,2.5620947532082923,0.3383775434338235,0.17021836705214496,0.4739325478674756,0.9825284583534439,1.709655792757279,0.47595168214877903,0.15126631675115743,0.002129280276330116,0.2787168068830884,0.908064086059355
68,10.29422429,10.29428717,1.0,5.911125046,1.7903510023777574,0.782529170878788,0.28238168515159123,0.04086931783977367,1.105780173870153,2.4557383806311375,0.4358020899018937,0.1225102450807865,0.0017099191781474018,0.2997613930455786,0.8597836472064062
770,10.64453074,12.94291752,0.89984,14.96668458,0.84144854460155,0.5264650180112811,0.4287980129768315,0.016888105431223217,0.9721511364193358,3.2847446613070366,0.34132175996207614,0.06139208128302234,0.0016272389721618656,0.41708256910300645,0.8214236493202668
706,10.81681207,19.78922094,0.7975,5.591130375,0.8334153612843411,0.31746611464955615,0.8821323707529972,0.0022563892397183764,1.2018548746422717,3.0919545759092184,0.4305177070946797,0.16217049086408927,0.0015057300579132819,0.3354286736613746,0.9296226016780569
1602,10.43684385,11.6708671,1.0,6.932168251,1.6939580855868608,0.8119084677635792,0.35231352926329157,0.008732658230458707,1.1729546552573296,2.814118064407705,0.41904290997369376,0.11146904705668693,0.0015194304225159098,0.2953997848786402,0.8274311723315368
